200
200
James Mary John Patricia Robert Jennifer Michael Elizabeth William Linda David Barbara Richard Susan Joseph Margaret Charles Jessica Thomas Sarah Chris Dorothy Daniel Karen Matthew Nancy Donald Betty Anthony Lisa Mark Sandra Paul Ashley Steven Kimberly George Donna Kenneth Helen Andrew Carol Edward Michelle Joshua Emily Brian Amanda Kevin Melissa Ronald Deborah Timothy Laura Jason Stephanie Jeffrey Rebecca Ryan Sharon Gary Cynthia Nicholas Kathleen Eric Anna Jacob Shirley Stephen Ruth Jonathan Amy Larry Angela Frank Brenda Scott Virginia Justin Pamela Brandon Catherine Raymond Katherine Gregory Nicole Samuel Christine Benjamin Samantha Patrick Janet Jack Debra Dennis Carolyn Alexander Rachel Jerry Heather Tyler Maria Henry Diane Douglas Julie Aaron Joyce Peter Emma Jose Frances Walter Evelyn Adam Joan Zachary Martha Nathan Christina Harold Kelly Kyle Lauren Carl Victoria Arthur Judith Gerald Alice Roger Ann Keith Cheryl Lawrence Jean Jeremy Doris Terry Megan Albert Marie Joe Andrea Sean Kathryn Willie Jackie Christian Gloria Jesse Teresa Austin Sara Billy Janice Bruce Hannah Ralph Julia Bryan Rose Ethan Theresa Roy Grace Eugene Judy Jordan Beverly Louis Olivia Wayne Denise Alan Marilyn Harry Amber Russell Danielle Juan Brittany Dylan Diana Randy Mildred Philip Jane Vincent Madison Noah Lori Bobby Tiffany Howard Kathy Gabriel Tammy Johnny Kayla
44 48 92 43 67 94 76 94 73 73 68 60 65 94 95 49 50 56 75 69 89 56 78 57 49 93 77 49 96 51 57 78 87 75 58 94 80 51 43 73 40 93 64 70 42 45 50 88 53 83 40 81 53 50 85 96 61 52 66 55 88 77 42 72 77 68 51 57 53 71 70 92 61 67 40 97 42 45 80 76 81 94 47 78 93 99 74 65 84 60 96 71 67 45 97 66 98 94 86 64 92 97 85 95 42 66 86 85 80 58 40 73 85 88 40 66 88 95 61 94 58 82 40 88 62 59 68 41 84 55 89 60 70 55 86 78 63 92 86 40 42 52 65 64 50 46 80 70 61 56 82 97 86 51 48 74 61 64 76 77 93 62 75 90 48 91 82 73 79 94 79 80 58 95 80 44 75 78 81 41 98 92 95 55 78 85 68 89 74 44 74 66 40 53 49 47 68 63 43 51 
52 73 90 51 98 99 64 84 53 85 97 92 99 76 68 89 66 63 73 95 64 50 47 74 98 75 77 57 64 94 54 94 85 55 95 96 50 76 73 72 71 69 80 54 80 68 48 47 84 71 40 74 69 41 78 71 69 52 85 47 63 84 55 70 53 57 60 46 52 54 94 62 43 64 46 61 43 43 90 81 89 47 65 93 80 68 43 66 73 42 41 61 51 99 66 48 64 40 44 42 61 92 75 47 98 79 80 71 59 54 42 48 68 81 79 68 80 87 78 88 61 46 58 68 99 91 62 98 97 67 85 59 40 63 84 51 89 93 73 78 44 47 93 92 58 62 77 65 90 95 97 77 97 79 50 40 77 54 84 74 82 57 72 70 49 52 61 57 54 56 51 48 93 76 53 96 63 85 97 95 85 94 99 50 45 58 64 88 94 44 57 42 99 69 51 40 62 60 60 44 
99 73 66 69 48 67 65 58 69 93 90 67 52 59 94 81 66 82 68 84 43 80 91 65 98 51 51 99 95 48 46 54 54 45 90 94 80 53 83 85 89 60 64 94 60 97 88 67 66 41 79 91 41 77 62 54 49 87 85 91 77 53 59 48 51 63 58 70 62 74 64 77 43 62 50 43 92 78 64 49 79 51 68 86 59 53 42 45 48 97 71 81 51 71 74 71 99 89 52 72 72 41 69 77 95 86 91 61 85 92 97 52 74 78 63 81 73 76 75 53 47 88 54 77 91 55 48 74 63 70 40 58 84 84 50 78 66 82 55 52 96 89 47 99 93 71 41 96 71 50 51 74 45 55 54 77 89 87 66 61 84 47 41 61 73 66 93 74 87 95 54 64 80 75 71 82 45 56 96 98 66 69 44 58 70 96 42 69 40 52 94 43 90 94 70 98 56 71 79 62 
68 88 52 79 70 96 48 60 99 76 83 70 59 81 90 54 78 40 45 78 66 56 57 48 42 96 85 78 99 49 60 96 97 57 66 56 52 88 58 64 42 54 44 53 89 47 74 65 77 47 60 64 56 66 66 80 63 50 97 63 50 46 48 85 67 90 93 92 98 91 96 61 97 71 81 70 97 45 91 69 48 66 68 77 94 74 65 48 89 76 72 72 44 99 44 63 62 81 40 87 93 44 90 61 70 47 55 45 65 98 87 59 83 70 66 49 52 55 53 79 56 88 52 50 70 62 91 60 94 52 76 78 53 62 43 65 73 80 85 43 98 70 45 57 65 52 43 99 61 96 48 87 51 93 97 73 50 89 88 77 63 43 71 54 62 84 91 82 58 87 92 62 88 69 55 83 64 99 77 91 94 58 75 53 63 44 96 60 59 70 91 66 41 64 91 77 70 78 77 47 
97 87 90 61 51 88 97 85 61 40 80 90 75 45 60 88 60 41 73 70 41 65 95 94 41 90 94 91 92 65 71 75 80 57 45 82 99 46 97 65 42 43 83 50 89 74 51 59 97 43 42 62 51 76 70 63 50 59 40 53 72 84 44 89 94 89 42 73 77 86 79 95 81 56 47 65 91 83 95 40 72 50 57 98 52 74 85 49 77 93 66 91 84 45 70 88 80 53 55 97 62 79 44 99 64 49 76 62 44 56 44 93 64 66 76 40 63 57 98 74 71 79 89 77 91 81 74 83 81 97 86 50 76 83 78 57 87 78 95 63 43 77 50 72 43 96 55 46 79 98 58 47 58 55 54 50 84 62 42 47 86 92 56 87 45 89 54 57 57 52 52 81 65 72 74 57 68 64 66 48 42 40 59 46 48 79 80 98 99 56 75 59 58 49 47 64 87 93 58 83 
45 53 64 56 69 79 67 60 81 81 60 45 75 73 55 85 64 75 52 45 99 59 99 73 59 78 52 63 76 94 99 87 73 52 99 64 58 69 66 56 49 84 88 79 73 50 47 56 84 90 53 98 90 79 88 75 49 61 67 86 89 41 48 45 96 47 45 81 44 62 47 44 49 66 56 86 81 64 91 49 55 69 79 58 54 58 84 46 40 77 41 90 93 95 65 63 47 59 77 86 85 85 58 46 68 83 49 98 47 82 49 98 61 70 99 57 49 50 63 48 56 81 77 57 88 63 77 43 65 83 79 75 73 60 72 48 56 84 74 78 98 78 84 75 40 43 41 42 91 58 97 95 72 77 41 96 97 77 78 87 45 70 89 92 60 97 61 81 44 49 80 78 93 83 51 50 70 60 77 72 70 75 41 82 77 61 52 89 49 89 69 73 58 65 46 50 49 58 95 89 
64 69 84 54 56 52 41 48 87 77 40 85 57 43 78 67 62 77 97 61 68 57 71 74 97 57 47 88 53 99 92 58 64 77 63 40 87 69 80 43 97 64 82 59 99 76 59 67 78 91 86 48 94 86 81 49 54 64 59 98 43 79 68 80 80 52 62 40 56 58 59 93 66 84 65 93 90 75 46 44 64 77 85 68 99 63 55 61 90 80 74 85 73 44 63 88 45 87 99 77 79 97 56 62 45 70 95 63 62 80 62 42 85 44 75 68 82 85 94 70 63 49 75 47 91 41 61 62 79 48 80 78 77 67 67 79 66 51 74 69 60 87 98 90 86 91 40 94 40 89 90 66 55 73 61 88 82 64 78 73 56 65 92 51 48 87 83 81 80 69 99 62 72 47 45 43 82 81 93 73 94 72 69 87 56 68 40 72 93 73 65 96 48 83 68 80 51 92 61 67 
69 82 57 59 55 64 77 61 44 75 81 45 54 86 56 87 76 79 69 96 96 52 77 46 65 47 67 78 81 61 48 79 98 64 83 41 43 62 96 83 93 72 65 60 84 59 84 88 95 49 44 92 44 52 51 60 89 76 94 51 41 66 57 85 63 89 90 99 87 75 66 76 47 84 50 91 49 75 69 82 93 85 42 58 40 98 75 75 46 81 50 97 94 92 69 45 69 62 87 69 53 87 42 82 43 91 62 88 76 53 94 48 98 45 90 55 72 46 99 73 49 84 81 99 86 72 49 84 50 46 73 51 84 95 41 43 54 93 66 80 88 73 93 97 49 53 72 78 53 83 52 67 57 80 52 43 81 87 77 53 82 51 51 57 45 41 68 71 60 73 46 91 71 77 94 95 90 89 49 95 59 65 80 54 69 62 47 82 45 97 71 45 49 62 64 79 82 93 83 66 
80 82 64 68 79 58 76 93 94 62 52 89 76 93 84 61 81 94 56 87 91 55 48 87 54 57 68 75 97 54 78 97 69 51 91 70 63 41 94 58 70 55 68 95 93 87 98 92 57 85 80 40 97 58 92 44 87 61 94 66 61 78 66 81 52 48 69 83 71 57 65 43 57 54 50 41 92 62 48 83 95 89 44 81 56 63 65 61 43 83 73 82 43 47 48 51 58 79 69 57 68 52 66 75 51 43 90 56 48 84 81 86 59 68 83 57 58 61 61 51 86 91 61 66 82 68 46 91 64 63 74 54 49 58 50 86 73 84 95 84 41 58 62 80 57 92 88 63 93 75 50 55 96 52 47 43 69 51 59 82 43 85 71 96 75 93 43 51 88 91 44 93 43 72 60 69 54 72 67 69 86 46 48 66 85 63 99 44 66 64 89 83 65 76 87 98 54 42 49 40 
62 41 83 51 86 78 46 97 53 99 84 91 51 72 76 42 56 73 45 92 86 91 53 55 64 92 88 93 58 90 61 71 76 67 75 86 75 62 77 96 61 82 59 60 55 72 75 44 49 61 97 78 57 99 66 54 90 65 44 82 63 77 55 86 48 76 87 64 54 98 40 45 83 85 40 51 82 76 82 50 42 69 98 50 52 57 76 81 74 51 87 83 62 80 76 84 87 96 45 46 86 86 47 56 75 96 40 91 77 77 80 82 53 51 77 52 66 45 72 54 50 68 71 43 96 69 58 51 68 96 55 43 50 45 86 43 79 42 79 81 96 51 58 66 87 79 94 60 71 98 61 73 90 68 92 78 53 67 51 72 97 48 96 94 55 79 48 83 63 50 66 44 52 42 74 55 79 50 46 74 61 64 45 82 47 58 88 89 98 60 60 51 86 53 82 88 92 68 89 85 
59 80 75 77 88 63 60 88 46 91 52 60 46 70 46 78 92 92 93 48 70 51 55 81 90 72 66 62 98 60 77 96 51 55 48 96 55 77 44 98 44 56 53 48 64 91 78 63 78 83 82 45 97 83 51 68 74 41 97 70 49 86 46 40 87 67 81 41 79 73 85 71 78 51 81 69 52 64 70 65 40 77 88 84 47 97 81 61 66 98 85 60 97 67 86 50 99 47 83 80 98 93 48 63 84 41 48 76 77 82 62 59 59 40 70 64 61 58 97 67 79 67 67 85 90 55 63 48 65 54 62 93 79 75 76 65 82 79 48 79 47 98 74 75 73 84 64 85 85 74 42 79 83 41 94 69 66 66 84 73 84 81 87 52 51 69 80 74 62 87 83 54 97 54 56 92 75 70 50 46 69 50 83 68 99 89 63 46 56 62 64 63 51 80 93 90 50 46 49 62 
79 52 68 67 76 72 76 95 67 53 69 51 40 66 64 99 53 74 96 99 53 76 75 92 69 82 80 57 91 68 61 41 73 48 48 65 66 69 95 60 93 62 86 51 91 43 42 86 41 82 66 98 58 47 40 46 59 43 80 60 81 65 44 93 89 88 78 59 44 71 83 40 98 69 43 89 93 47 45 40 41 65 99 67 50 74 59 44 71 54 73 52 90 95 77 75 97 40 75 64 73 46 71 64 61 70 90 59 56 79 65 60 99 68 68 42 98 99 79 50 84 47 88 41 62 68 92 53 96 72 97 87 81 75 44 76 91 66 46 73 66 90 67 61 97 97 94 41 83 64 87 47 73 56 53 78 47 85 55 66 95 46 52 50 77 46 82 97 49 54 48 41 92 47 52 95 61 75 79 95 73 78 69 49 93 41 55 62 44 89 44 69 42 51 81 42 40 45 96 64 
68 74 72 83 53 65 40 69 95 88 86 68 96 41 67 99 42 91 64 55 89 42 70 52 98 84 47 67 40 62 57 43 66 58 46 58 61 74 61 56 41 90 62 71 56 84 79 73 51 90 99 79 42 83 52 62 64 47 91 97 99 74 63 52 64 99 59 40 73 78 55 86 77 74 92 50 97 70 73 44 44 75 40 40 76 91 95 96 54 55 53 51 47 64 44 93 56 69 53 83 77 69 89 71 62 40 69 72 79 58 66 85 59 75 42 46 76 56 97 78 64 49 59 97 56 81 93 89 84 79 95 70 43 48 92 88 89 96 77 56 99 91 77 73 94 66 80 43 74 67 96 62 59 77 97 55 96 49 97 49 52 49 52 85 70 99 94 49 77 72 44 90 89 77 65 74 56 49 90 91 75 64 42 80 45 46 91 95 77 42 41 73 96 91 66 94 64 88 44 58 
72 58 60 68 54 55 75 42 59 49 83 63 70 51 69 63 48 83 68 86 56 89 53 41 60 88 97 52 57 65 88 61 96 49 98 92 70 40 95 95 86 46 77 58 96 59 85 81 56 85 57 44 71 65 87 72 54 46 91 56 67 84 97 77 53 60 95 49 71 86 77 44 60 62 63 42 91 89 58 42 74 82 80 86 83 50 47 78 49 73 54 50 49 79 98 66 81 96 80 91 75 86 75 89 83 52 82 45 92 73 40 48 95 47 76 59 57 91 40 97 65 49 83 69 85 47 72 97 79 57 71 53 44 63 47 84 41 42 79 71 52 41 65 67 94 92 47 71 66 80 99 71 49 47 63 90 63 80 58 78 64 68 73 60 47 89 41 63 96 81 66 81 46 80 84 58 65 66 51 97 61 59 74 50 89 57 77 51 47 41 83 96 69 69 69 55 91 66 57 52 
52 57 86 61 63 71 51 69 80 63 57 42 52 95 55 98 84 75 45 92 59 85 60 91 91 83 99 66 56 88 97 55 74 45 45 53 84 54 87 77 43 47 64 81 85 97 63 95 54 46 50 73 44 80 84 75 99 52 84 54 52 52 85 75 63 49 79 92 51 99 46 91 83 40 66 86 73 56 47 56 86 67 52 49 44 58 78 98 55 75 98 62 40 85 87 78 58 87 90 91 60 96 72 87 41 72 51 55 90 63 47 64 51 79 98 70 48 95 98 55 48 45 61 98 96 94 82 87 94 59 90 73 52 53 44 95 70 68 43 64 96 56 46 93 58 58 98 94 87 61 99 78 60 98 67 97 88 69 66 78 63 86 87 64 79 76 43 96 83 41 45 98 51 41 41 85 78 48 61 69 42 50 42 89 81 49 69 40 48 49 68 65 54 60 67 55 69 55 83 57 
48 61 80 63 40 41 79 58 81 95 73 47 87 97 63 46 48 55 95 70 49 68 76 62 63 63 75 96 83 49 57 71 48 74 42 53 68 72 62 48 47 67 86 83 93 97 72 40 65 62 85 88 88 42 50 92 43 50 77 64 47 69 50 86 98 66 75 72 47 66 42 81 52 82 49 69 90 47 83 73 46 80 61 65 55 76 56 72 97 93 76 84 73 55 86 40 69 53 70 53 77 72 69 47 59 51 56 86 42 61 71 93 51 93 72 72 53 49 93 47 70 51 77 57 64 54 91 42 90 64 64 62 95 61 99 82 47 72 99 53 93 54 52 93 55 53 74 69 98 40 89 70 59 58 80 67 82 41 43 91 56 47 71 62 81 88 70 67 44 48 56 87 88 73 41 86 94 96 58 57 84 68 42 64 92 93 85 41 79 65 40 88 85 67 43 60 47 69 79 42 
52 56 70 94 89 67 80 42 40 83 62 68 57 82 59 80 90 77 87 74 90 57 72 87 44 60 80 62 78 49 89 87 66 68 50 88 85 81 43 86 46 85 83 62 84 69 93 43 56 74 51 65 72 85 50 60 96 44 80 48 90 65 86 93 47 70 68 91 45 42 70 51 88 90 94 63 75 78 87 55 43 52 68 69 82 61 80 89 84 95 89 68 50 86 79 91 68 67 62 70 96 54 49 40 47 96 77 51 46 94 58 90 93 81 85 83 53 89 62 89 71 47 69 77 58 41 40 74 97 79 81 42 93 43 40 54 95 52 77 65 73 88 79 72 92 84 65 68 44 58 87 43 87 61 44 51 95 64 47 57 91 75 92 46 93 66 51 75 87 89 94 47 62 44 90 79 63 59 84 82 75 43 77 52 75 97 73 91 65 92 63 83 43 56 83 62 87 55 40 47 
63 51 67 89 53 96 70 67 96 77 70 58 79 61 44 86 76 71 42 57 46 76 92 64 98 52 50 88 89 98 95 73 43 48 98 76 67 92 47 74 41 83 63 91 74 62 53 44 59 88 66 81 93 64 97 94 72 40 51 77 75 77 48 88 46 78 99 83 57 40 84 42 92 96 60 86 47 64 51 93 69 82 95 58 61 99 48 83 92 60 53 97 81 78 65 90 46 89 74 71 60 84 87 62 69 54 82 55 72 78 70 84 47 56 70 48 67 69 41 52 98 60 68 80 90 46 64 87 53 57 41 59 99 86 73 77 55 60 56 63 77 85 96 83 76 92 63 87 85 45 82 68 95 79 42 80 50 88 51 58 99 88 63 55 49 41 52 58 54 61 82 64 44 47 42 72 97 90 53 61 51 63 98 83 78 84 76 93 41 75 80 52 95 97 59 68 75 75 41 85 
66 59 66 60 50 64 69 95 79 98 77 74 44 45 56 69 88 72 89 47 70 94 54 74 66 74 57 52 48 54 79 74 69 61 43 68 52 55 70 75 68 85 52 50 57 55 50 50 64 91 55 42 72 75 53 96 43 78 94 40 82 97 52 47 49 79 43 78 84 40 86 54 67 84 67 60 80 68 54 45 67 45 51 88 88 79 53 55 89 85 91 48 74 61 61 89 92 63 60 90 76 99 43 88 81 78 49 43 44 73 40 44 87 52 57 65 59 78 40 43 90 73 58 95 53 62 55 43 69 83 70 73 87 66 75 51 86 78 44 88 48 58 55 45 62 81 48 90 68 85 41 71 92 55 86 70 48 89 40 87 86 73 72 76 56 61 61 99 82 80 82 45 51 83 73 61 84 61 53 94 44 87 83 49 79 95 80 67 53 92 85 53 51 84 92 68 78 92 98 60 
86 50 58 94 94 53 61 45 88 83 75 78 65 42 67 74 94 64 81 57 88 44 57 84 75 64 40 70 81 64 51 50 50 82 83 99 68 77 46 41 43 74 95 49 44 71 46 70 99 72 70 44 61 66 59 47 99 51 95 92 76 45 99 99 66 41 72 60 47 40 78 85 94 54 72 46 57 84 57 59 60 92 83 71 71 66 80 91 49 88 42 88 49 70 40 67 92 54 42 83 64 43 60 99 71 46 99 83 64 54 68 77 69 63 72 91 92 94 53 44 96 93 94 41 86 87 62 51 70 48 60 63 41 80 66 76 78 60 90 43 75 43 58 41 80 51 46 42 62 95 47 86 56 57 69 73 82 43 83 76 81 52 87 53 70 96 51 97 85 83 85 89 55 68 44 49 66 57 64 66 85 73 58 52 95 58 77 88 65 64 51 44 51 44 94 81 89 64 92 51 
40 51 94 56 71 88 43 76 42 89 58 73 41 73 56 58 77 71 64 64 74 65 75 46 82 45 95 92 98 97 98 77 75 62 62 58 94 60 84 88 50 90 64 71 45 69 92 94 72 49 50 80 90 78 43 74 69 63 77 54 42 87 91 63 99 88 81 85 42 80 85 85 75 47 89 52 40 66 50 88 73 43 42 80 60 55 54 67 93 42 75 65 48 66 82 64 84 74 85 54 63 45 41 69 72 44 93 61 82 60 77 89 75 91 80 87 65 73 46 81 56 76 72 63 84 54 41 82 64 77 99 96 54 74 91 53 72 77 80 42 49 95 83 67 48 75 43 77 75 55 46 67 67 98 85 62 87 41 53 54 50 84 87 60 73 52 77 43 95 42 63 92 70 42 40 80 98 66 93 59 48 69 48 44 63 76 82 97 49 53 81 81 43 49 72 68 59 55 97 67 
70 67 89 43 70 66 56 65 41 51 65 85 58 87 65 45 60 56 52 52 93 75 92 56 66 90 60 70 64 73 71 88 42 52 80 55 73 85 54 63 43 43 87 49 61 65 81 70 63 93 70 85 62 81 99 58 56 72 96 85 82 82 45 95 53 49 76 58 68 69 50 52 46 60 88 67 40 47 77 90 89 90 99 61 75 55 56 47 68 40 54 45 95 78 59 80 66 57 83 70 54 56 52 86 97 75 68 52 74 57 62 99 77 84 70 87 80 63 70 68 68 76 70 54 48 80 61 83 52 46 89 47 59 69 78 85 42 52 92 47 53 71 62 90 83 81 71 44 46 67 93 66 55 67 89 92 52 75 91 83 44 42 53 95 51 42 76 51 82 87 92 84 42 88 55 61 66 73 69 78 57 56 75 42 91 45 95 45 78 88 64 77 81 85 75 57 85 91 71 87 
84 85 79 68 80 67 70 58 42 90 63 53 54 57 55 55 55 95 84 64 69 69 69 70 73 78 55 67 99 67 73 49 90 76 81 95 52 83 96 76 53 48 96 67 47 97 56 83 89 42 98 43 84 59 66 69 79 93 54 49 88 51 75 41 54 79 78 97 42 41 98 51 63 92 48 72 49 70 53 83 57 96 50 73 71 51 68 72 67 70 89 87 56 95 71 63 83 53 98 72 49 85 69 69 60 51 89 60 57 49 90 42 82 63 98 73 48 67 68 71 92 91 96 73 84 62 68 62 40 40 92 85 98 49 98 87 84 78 90 61 80 88 58 79 80 48 72 86 64 46 73 48 82 87 94 48 58 75 94 77 61 45 68 68 65 81 96 95 43 76 60 57 99 58 86 43 66 75 43 72 62 53 57 83 89 52 53 50 73 91 94 40 56 67 98 98 55 83 81 94 
58 58 53 83 88 83 73 91 82 97 48 50 59 99 52 95 99 64 80 82 94 77 95 87 99 69 54 50 66 81 81 77 85 57 99 63 80 79 44 94 83 58 56 91 71 95 67 98 40 57 47 49 86 62 80 80 52 98 76 53 42 97 90 72 65 41 77 40 64 52 86 56 54 45 95 49 60 66 85 44 62 40 48 41 62 45 63 56 91 56 99 90 56 69 44 55 58 46 70 92 83 74 55 99 59 40 82 54 59 55 89 63 69 68 73 60 92 88 55 60 40 77 96 72 64 63 43 80 42 47 79 74 89 78 91 91 59 40 90 88 95 46 57 62 84 47 66 86 81 56 70 94 71 84 75 53 88 80 68 77 55 78 52 48 95 44 93 90 81 65 79 71 88 62 56 98 57 91 92 55 81 71 60 44 68 44 51 89 63 94 54 92 50 40 84 78 67 81 48 71 
66 48 59 65 61 74 87 84 74 69 55 95 40 45 82 47 40 84 50 96 85 64 71 85 98 80 96 52 88 53 76 58 42 97 62 53 81 52 79 55 80 67 95 45 96 79 76 49 72 75 68 77 99 56 42 61 48 75 95 56 78 93 96 90 91 43 64 98 83 60 54 45 86 65 50 72 94 69 76 50 86 47 56 60 91 57 94 90 43 90 73 58 57 52 57 44 57 45 78 81 76 65 78 58 98 92 81 74 97 87 61 78 90 88 77 70 43 53 55 81 53 73 90 72 49 62 81 48 47 73 40 92 88 43 57 90 48 78 52 80 40 72 61 79 58 43 84 57 51 63 52 56 94 61 88 76 60 63 60 75 47 73 50 40 84 57 74 48 89 48 46 41 78 61 46 68 66 47 44 68 71 63 67 88 50 87 46 50 97 61 67 89 55 44 44 78 77 95 85 86 
98 70 48 72 83 62 45 60 81 61 93 56 87 58 55 41 69 50 80 60 60 71 97 43 51 86 99 49 88 53 77 54 54 97 57 64 55 42 47 84 69 86 49 42 47 67 92 58 85 52 50 50 96 97 83 76 66 45 44 77 99 92 75 76 94 71 47 62 51 43 61 54 68 59 56 91 70 49 56 95 68 41 52 55 72 46 75 88 99 70 72 85 71 81 90 46 87 96 74 75 94 79 88 60 44 53 88 86 58 83 85 62 78 50 57 88 61 88 71 93 82 67 93 87 58 84 43 98 87 65 75 76 67 76 99 55 70 70 44 87 44 70 77 79 42 51 54 42 56 75 49 87 93 87 57 80 75 94 66 60 93 84 65 44 73 66 87 80 78 58 42 77 88 49 91 59 95 59 81 73 97 66 53 57 94 53 64 95 87 74 57 67 59 89 68 88 91 50 92 64 
58 99 48 62 99 86 83 44 99 57 50 97 79 41 75 66 75 88 64 52 76 86 80 60 53 56 65 49 99 68 43 82 71 80 90 75 64 72 88 96 90 45 83 49 91 73 55 46 97 55 95 71 92 74 72 74 61 68 80 74 77 87 88 41 76 50 68 62 94 90 75 54 77 51 80 76 96 66 72 74 54 71 64 74 46 44 67 69 73 77 80 43 71 85 92 60 99 75 52 76 98 52 73 54 52 67 95 71 68 50 40 43 83 51 82 82 46 73 44 97 84 90 59 85 84 98 90 95 66 53 87 88 82 68 94 53 70 75 46 99 89 44 72 59 93 70 96 50 61 82 86 79 47 70 48 87 61 82 90 67 89 89 52 58 62 85 73 41 83 71 45 64 56 80 91 49 50 50 73 52 96 51 70 55 76 52 84 72 51 65 96 57 91 85 53 52 65 50 99 50 
46 72 67 99 90 58 75 62 97 84 49 86 63 40 42 94 88 91 79 40 84 58 90 49 42 92 73 43 41 50 62 72 73 51 50 68 85 63 41 50 81 97 44 68 47 61 62 44 96 55 65 63 49 59 65 76 86 55 49 71 48 92 83 47 65 53 65 89 82 82 53 74 69 97 68 80 51 51 42 57 61 77 73 78 60 46 42 87 59 88 53 73 94 54 73 56 61 55 54 47 42 69 88 50 82 92 76 67 40 91 91 65 82 50 46 71 71 82 63 75 49 90 64 71 50 93 72 91 95 84 66 91 85 96 98 86 91 80 89 67 56 99 50 83 91 62 66 81 47 67 77 84 78 42 52 53 89 80 77 41 99 96 58 60 94 41 73 60 65 64 83 92 73 79 65 63 53 84 86 57 62 64 84 87 71 93 44 75 78 43 47 76 76 40 77 65 75 55 71 68 
44 96 74 89 68 77 60 90 43 89 85 95 89 93 84 83 46 78 82 72 86 76 42 72 42 99 89 85 73 57 44 84 68 64 74 52 76 66 55 57 57 68 78 46 88 43 70 74 43 69 64 69 67 56 91 84 83 68 45 75 60 55 53 57 93 59 51 57 92 52 72 58 45 77 67 72 87 96 45 47 57 50 74 73 42 67 72 73 94 66 81 44 92 83 78 82 54 70 81 95 52 68 42 77 73 83 42 82 91 43 77 59 43 76 90 41 95 69 96 45 70 99 88 42 67 65 46 85 70 96 71 79 74 68 87 89 59 62 85 48 41 60 68 93 80 95 49 79 83 72 58 69 96 58 77 99 50 91 74 70 75 68 54 57 77 80 70 48 93 42 57 50 81 70 77 50 82 62 81 65 94 80 56 89 54 71 57 99 90 50 50 58 81 58 81 99 66 94 51 67 
54 58 74 95 41 98 78 85 80 74 40 74 71 43 71 51 52 89 75 47 99 82 83 78 90 89 63 61 72 64 90 59 94 74 65 60 77 51 78 55 51 89 48 70 52 48 86 99 47 58 98 40 64 64 53 40 49 60 95 67 93 95 69 97 80 91 41 69 61 42 76 87 65 49 93 98 60 58 53 76 77 44 65 62 67 91 80 41 92 58 63 89 63 97 89 80 94 50 45 71 42 98 95 99 59 82 45 47 71 44 78 53 42 48 94 86 89 73 80 93 59 91 67 45 73 50 85 60 68 41 65 65 67 55 62 90 70 80 59 53 55 94 53 58 62 87 44 57 88 98 51 58 46 79 70 94 94 62 72 65 59 90 52 52 96 43 61 55 83 73 97 67 59 70 72 79 70 42 81 61 45 48 74 71 75 63 40 84 90 49 76 67 68 54 95 68 95 88 76 78 
64 43 79 58 69 62 95 78 96 60 52 46 91 75 92 67 50 53 63 43 56 62 87 74 75 73 77 41 50 65 66 82 51 99 89 72 94 81 62 55 43 96 61 98 53 44 56 56 60 72 82 84 52 90 42 72 81 62 53 92 55 69 78 76 71 48 43 52 44 49 90 50 55 68 66 82 92 89 40 81 74 68 52 84 69 42 56 96 92 67 47 88 99 74 53 52 58 69 60 60 63 49 59 82 72 90 91 89 79 69 90 59 96 61 48 92 43 51 93 79 98 49 76 96 85 53 63 68 67 96 44 52 59 62 84 52 60 64 98 46 58 86 95 59 94 88 54 44 67 85 76 82 59 50 75 79 60 47 83 70 84 42 73 88 91 66 97 59 68 91 72 68 73 79 99 56 53 96 87 91 55 73 84 78 96 73 67 80 72 87 75 78 80 77 92 99 83 94 80 50 
51 57 97 86 71 65 50 70 51 57 99 62 88 94 65 41 52 79 42 82 58 82 71 87 87 82 59 57 57 76 87 59 53 45 90 79 76 50 46 46 40 64 73 85 55 85 50 96 67 41 81 72 56 70 53 46 50 80 98 78 95 40 81 47 47 60 83 95 76 90 99 86 51 96 79 52 78 78 61 51 82 74 88 97 40 89 96 60 95 74 56 43 42 77 57 48 63 77 43 56 96 44 78 97 52 80 56 63 51 44 99 58 76 97 60 46 56 60 85 85 93 86 89 60 61 86 86 41 99 91 50 76 93 78 92 68 71 74 89 88 51 56 65 86 63 72 60 89 57 44 99 73 66 54 56 77 87 58 49 94 72 94 89 83 94 90 72 80 79 87 51 79 93 67 47 77 78 45 49 94 48 44 43 93 56 92 90 61 41 41 63 81 81 80 47 68 73 56 99 62 
79 55 76 65 79 91 57 56 74 47 66 41 69 81 96 83 52 57 55 79 83 44 70 77 69 41 87 68 99 47 57 40 85 75 51 87 53 95 63 77 70 41 54 63 66 41 76 47 91 48 73 81 90 57 46 88 92 78 76 75 84 53 79 95 46 49 69 75 56 87 51 87 73 48 93 92 65 97 53 85 78 99 87 99 80 71 92 79 82 57 66 59 99 72 57 78 88 45 63 73 67 95 88 62 41 76 90 77 73 44 51 63 94 41 64 63 64 71 96 51 77 99 58 46 62 90 72 57 86 99 66 96 50 91 90 72 76 87 94 88 77 50 42 99 93 67 81 75 76 78 69 59 42 96 84 80 48 97 98 64 56 91 47 71 69 45 93 93 94 49 51 75 63 46 84 72 81 88 78 77 63 55 72 81 92 56 66 86 49 58 96 59 57 79 78 57 55 60 59 58 
